"md5_email"|"YEAR"|"WEEK"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"
"210"|"cbcd7a0901c8bc6d0a56fef7d07eb939"|2009|20|4.2|3.4|1.8|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4|1|2.6|3.4|4.2|4.2|3.4|4.2|4.2|1.8|3.4|5|4.2|3.4|4.2|4.2|2.6|1.8|4.2|4.2|4.2|2.6|2.6|4.2|2.6|4.2|2.6|4.2|4.2|4.2|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|2.6|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|1.8
"206"|"57b15e54756fed9228b70ea46f86644b"|2009|19|5|3.4|1|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|5|5|5|4.2|3.4|4.2|4.2|4.2|2.6|4.2|5|3.4|2.6|1|5|3.4|5|4.2|3.4|5|5|4.2|4.2|1.8|5|2.6|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|2.6|4.2|5|5|5|5|4.2|5|5|1.8|2.6|3.4|3.4|5|4.2
"207"|"135d9e185dbb146f6a31c8672649acb8"|2009|19|1|1|2.6|2.6|4.2|2.6|3.4|2.6|3.4|1|3.4|3.4|1.8|1.8|1.8|1.8|2.6|3.4|4.2|1|1|3.4|2.6|2.6|1|3.4|2.6|4.2|1.8|3.4|5|1|4.2|3.4|5|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|4.2|3.4|4.2|3.4|1|2.6|1.8|1.8|2.6|3.4|1.8|4.2|5|3.4|4.2|3.4|4.2
"203"|"6f3b7467a8ffa870e5eed14fd0dba564"|2009|17|1.8|5|1.8|3.4|5|5|5|4.2|5|5|3.4|2.6|4.2|4.2|5|5|5|5|2.6|1.8|3.4|4.2|5|4.2|3.4|5|3.4|2.6|2.6|4.2|4.2|4.2|2.6|5|2.6|4.2|1|3.4|5|3.4|2.6|2.6|5|2.6|5|5|5|2.6|2.6|5|4.2|5|5|4.2|5|5|5|4.2|1.8|5
"204"|"25f6b4f158d6459b9433699979dc5a13"|2009|17|4.2|4.2|1.8|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|3.4|3.4|5|3.4|4.2|4.2|4.2|3.4|1.8|3.4|3.4|5|4.2|2.6|4.2|4.2|1.8|3.4|3.4|3.4|5|5|3.4|1|4.2|2.6|4.2|3.4|5|5|3.4|4.2|1.8|2.6|5|4.2|4.2|4.2|2.6|4.2|4.2|5|4.2|1.8|4.2|5|3.4|4.2|5
"205"|"b2358e3213ab94ca083484c49440a0cd"|2009|17|5|2.6|3.4|4.2|3.4|5|5|3.4|5|5|4.2|4.2|5|4.2|4.2|3.4|3.4|4.2|4.2|3.4|5|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|4.2|5|4.2|5|3.4|4.2|5|4.2|5|5|5|5|5|3.4|3.4|4.2|2.6|5|4.2|3.4|3.4|5|3.4|5|5|5|5|5|3.4
"198"|"ea1fe3eb8d19c6b35aa5660b57636e22"|2009|16|3.4|5|1|2.6|4.2|5|5|3.4|4.2|4.2|1.8|1.8|4.2|4.2|3.4|4.2|5|4.2|4.2|1.8|1.8|2.6|5|1.8|1.8|4.2|2.6|3.4|1.8|4.2|2.6|4.2|4.2|5|4.2|4.2|2.6|5|4.2|4.2|1.8|4.2|4.2|3.4|4.2|5|5|4.2|4.2|4.2|4.2|1.8|5|4.2|1.8|5|3.4|4.2|4.2|5
"199"|"ae084869ac80234fa7e670ee16197c52"|2009|16|4.2|5|1.8|2.6|3.4|3.4|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|3.4|3.4|4.2|5|4.2|3.4|5|4.2|4.2|2.6|4.2|4.2|3.4|1.8|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|4.2|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6
"200"|"7c92002be2a5b518ad4dff36b4eb2641"|2009|16|4.2|4.2|2.6|3.4|3.4|4.2|5|3.4|4.2|3.4|3.4|2.6|3.4|4.2|5|4.2|5|4.2|2.6|2.6|3.4|4.2|5|4.2|3.4|4.2|3.4|3.4|2.6|4.2|2.6|1.8|5|3.4|2.6|4.2|2.6|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|5|4.2|2.6|5|4.2|3.4|4.2|2.6|4.2|2.6|3.4
"201"|"bb51186041b086021588d12c0c4a0fb2"|2009|16|2.6|2.6|1.8|3.4|4.2|4.2|3.4|3.4|3.4|4.2|1.8|1.8|2.6|2.6|3.4|3.4|4.2|2.6|1.8|1.8|1|5|4.2|4.2|3.4|5|2.6|4.2|1|2.6|5|2.6|4.2|3.4|4.2|4.2|1.8|2.6|5|1.8|2.6|3.4|2.6|2.6|4.2|5|5|4.2|3.4|2.6|1.8|5|4.2|5|4.2|3.4|2.6|2.6|3.4|5
"202"|"06e26cb65d17eb82676e7c8a0786b769"|2009|16|4.2|5|3.4|3.4|3.4|5|4.2|2.6|4.2|4.2|5|2.6|3.4|4.2|5|3.4|5|4.2|3.4|2.6|2.6|4.2|4.2|3.4|2.6|4.2|3.4|3.4|2.6|4.2|4.2|1.8|5|3.4|4.2|5|1|4.2|4.2|4.2|4.2|5|5|4.2|5|4.2|4.2|1.8|3.4|1.8|2.6|3.4|5|5|4.2|5|1.8|5|4.2|4.2
"197"|"7c802004b7165571e03ef687bddc0af1"|2009|15|2.6|2.6|3.4|2.6|4.2|5|2.6|2.6|3.4|2.6|2.6|1.8|1.8|2.6|3.4|2.6|4.2|3.4|2.6|4.2|2.6|2.6|5|5|4.2|1.8|3.4|2.6|2.6|4.2|2.6|2.6|2.6|2.6|3.4|3.4|3.4|2.6|2.6|3.4|2.6|2.6|4.2|3.4|3.4|3.4|4.2|2.6|2.6|2.6|2.6|2.6|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4
"196"|"f22d47d28a17aba39ed53544150f6f38"|2009|14|3.4|5|1|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|5|5|4.2|1.8|4.2|3.4|4.2|4.2|2.6|3.4|4.2|2.6|4.2|2.6|3.4|2.6|4.2|3.4|2.6|4.2|1.8|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|5|4.2|4.2|3.4|1.8|4.2|4.2|4.2|4.2|3.4|3.4|4.2|3.4|5|3.4
"190"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|13|5|5|1|5|5|4.2|5|2.6|5|5|3.4|4.2|5|4.2|5|5|4.2|5|4.2|1.8|4.2|5|4.2|3.4|3.4|5|1.8|2.6|3.4|3.4|5|4.2|3.4|5|4.2|5|4.2|5|5|5|5|5|5|5|5|5|4.2|2.6|4.2|3.4|5|5|5|5|3.4|5|3.4|5|5|4.2
"191"|"de0b2e3fee20934660775645176981ec"|2009|13|2.6|2.6|1|2.6|5|2.6|4.2|1|3.4|4.2|1|1.8|4.2|3.4|3.4|2.6|3.4|2.6|4.2|2.6|2.6|5|3.4|2.6|1.8|5|3.4|4.2|3.4|3.4|4.2|5|4.2|5|1|4.2|3.4|5|2.6|5|1.8|4.2|2.6|3.4|4.2|5|5|1.8|5|5|1.8|4.2|5|5|1.8|1.8|5|3.4|5|1.8
"192"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|13|5|5|1|4.2|4.2|4.2|5|1.8|4.2|4.2|3.4|5|5|5|4.2|5|4.2|5|4.2|3.4|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|5|3.4|4.2|4.2|5|3.4|5|4.2|4.2|3.4|4.2|4.2|3.4|4.2|2.6|5|3.4|4.2|4.2|4.2|4.2|1|5|4.2|4.2|5|4.2
"193"|"7164eff86789f96922558f7182d114f6"|2009|13|2.6|4.2|1.8|5|4.2|1.8|3.4|1.8|4.2|4.2|3.4|5|4.2|2.6|4.2|2.6|2.6|3.4|3.4|2.6|2.6|5|3.4|3.4|2.6|4.2|3.4|3.4|3.4|4.2|5|4.2|2.6|3.4|5|3.4|4.2|5|3.4|5|3.4|4.2|4.2|5|3.4|5|3.4|1.8|4.2|1.8|2.6|5|4.2|4.2|1.8|3.4|2.6|3.4|5|2.6
"194"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|13|4.2|1.8|2.6|4.2|5|4.2|4.2|3.4|4.2|3.4|2.6|5|4.2|1.8|2.6|4.2|4.2|4.2|3.4|2.6|2.6|2.6|4.2|2.6|3.4|4.2|4.2|3.4|2.6|4.2|4.2|3.4|3.4|2.6|2.6|4.2|2.6|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2
"195"|"0b2ab8dc4036a4369ead8e3f90b6d546"|2009|13|1.8|4.2|1|3.4|5|3.4|4.2|2.6|2.6|3.4|4.2|1.8|5|4.2|2.6|2.6|2.6|3.4|1.8|3.4|5|5|2.6|5|4.2|4.2|1.8|1.8|5|3.4|5|3.4|2.6|3.4|4.2|4.2|5|3.4|2.6|5|5|5|3.4|1.8|2.6|2.6|2.6|1.8|5|3.4|3.4|4.2|2.6|2.6|1|2.6|2.6|1.8|4.2|3.4
"178"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|12|3.4|3.4|4.2|1.8|4.2|4.2|5|3.4|5|4.2|4.2|3.4|5|2.6|4.2|5|3.4|4.2|4.2|1|2.6|4.2|5|2.6|1.8|5|4.2|1.8|4.2|3.4|4.2|2.6|4.2|5|3.4|4.2|2.6|5|5|4.2|2.6|5|5|4.2|5|1.8|3.4|2.6|4.2|3.4|5|5|5|5|3.4|3.4|5|4.2|4.2|4.2
"179"|"f35e88760c1bac72c3dd6dbc9a12b67c"|2009|12|3.4|4.2|2.6|4.2|3.4|2.6|4.2|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|1.8|4.2|2.6|3.4|3.4|2.6|4.2|3.4|3.4|2.6|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|3.4|4.2|4.2|2.6
"180"|"fe397f9a1238e67583efb614579e0fab"|2009|12|5|5|1.8|3.4|5|5|4.2|2.6|4.2|4.2|2.6|4.2|5|5|4.2|4.2|5|4.2|4.2|3.4|2.6|4.2|5|3.4|1|4.2|3.4|2.6|2.6|3.4|4.2|4.2|3.4|5|2.6|4.2|4.2|4.2|2.6|4.2|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|4.2|4.2|5|4.2|5|4.2|2.6|4.2|4.2|4.2|4.2|3.4
"181"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|12|5|5|1|3.4|5|4.2|3.4|4.2|4.2|5|1.8|2.6|5|2.6|5|5|5|5|4.2|1.8|5|3.4|5|2.6|4.2|5|5|4.2|1.8|3.4|5|5|5|5|2.6|5|1.8|5|4.2|4.2|5|5|3.4|5|2.6|1.8|5|4.2|5|3.4|4.2|4.2|5|5|4.2|3.4|4.2|3.4|1|4.2
"182"|"194bf21b9de9299f102a13fb0f0432c3"|2009|12|5|3.4|1.8|4.2|4.2|3.4|3.4|3.4|5|5|3.4|5|5|5|5|4.2|3.4|3.4|5|2.6|5|4.2|4.2|2.6|1|5|5|5|2.6|3.4|5|2.6|2.6|5|5|5|5|5|2.6|5|5|5|5|5|3.4|2.6|2.6|5|5|5|5|5|3.4|4.2|1.8|3.4|5|5|5|4.2
"183"|"7f99d4363764f2cf1441123962821840"|2009|12|4.2|4.2|1.8|4.2|5|4.2|5|3.4|5|4.2|4.2|4.2|5|5|4.2|5|5|4.2|4.2|1|4.2|5|4.2|3.4|3.4|4.2|4.2|5|1.8|3.4|5|3.4|2.6|5|3.4|4.2|4.2|5|4.2|5|5|5|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|5|2.6|4.2|4.2|4.2|4.2|4.2
"184"|"7328fddefd53de471baeb6e2b764f78a"|2009|12|4.2|3.4|3.4|5|3.4|2.6|5|3.4|3.4|5|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|5|3.4|3.4|4.2|4.2|3.4|1|5|4.2|4.2|1.8|2.6|5|3.4|3.4|4.2|4.2|4.2|5|5|3.4|5|5|4.2|5|5|3.4|4.2|3.4|4.2|4.2|3.4|4.2|5|3.4|3.4|2.6|2.6|4.2|2.6|4.2|2.6
"185"|"ddea69b2975ccbed2953637b3474b8a0"|2009|12|5|2.6|4.2|4.2|4.2|3.4|5|2.6|3.4|4.2|2.6|4.2|4.2|5|2.6|2.6|3.4|4.2|3.4|2.6|3.4|3.4|3.4|1.8|2.6|4.2|5|2.6|2.6|3.4|4.2|3.4|2.6|5|2.6|5|3.4|5|3.4|4.2|4.2|5|5|3.4|3.4|2.6|3.4|3.4|3.4|4.2|5|1.8|3.4|4.2|2.6|3.4|5|3.4|4.2|2.6
"186"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|12|3.4|3.4|1|5|5|4.2|5|3.4|4.2|5|4.2|5|4.2|5|3.4|5|5|3.4|4.2|2.6|5|4.2|4.2|2.6|2.6|4.2|4.2|1.8|4.2|3.4|5|5|4.2|2.6|1.8|5|1.8|4.2|5|4.2|4.2|5|3.4|4.2|3.4|4.2|5|3.4|4.2|1|3.4|3.4|5|4.2|4.2|3.4|1.8|5|3.4|2.6
"187"|"91ed83d2d51df0c98f1d2f7ef82281a2"|2009|12|3.4|5|1|2.6|4.2|3.4|3.4|1.8|4.2|5|3.4|3.4|4.2|5|3.4|4.2|3.4|4.2|4.2|2.6|4.2|5|4.2|3.4|2.6|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|5|4.2|3.4|5|4.2|3.4|4.2|5|5|4.2|4.2|4.2|4.2|4.2|2.6
"188"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|12|5|5|1|5|3.4|2.6|1|3.4|4.2|3.4|2.6|4.2|3.4|5|5|3.4|4.2|3.4|3.4|2.6|4.2|5|2.6|1|1|3.4|2.6|2.6|4.2|3.4|4.2|1.8|5|4.2|5|2.6|5|5|2.6|3.4|4.2|4.2|1.8|3.4|2.6|1.8|1.8|1|4.2|4.2|2.6|4.2|3.4|2.6|2.6|2.6|2.6|1.8|3.4|1.8
"189"|"89a824301aa27dd6851c6eff4b220596"|2009|12|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|1.8|4.2|4.2|2.6|4.2|2.6|4.2|4.2|4.2|2.6|4.2|1.8|4.2|5|4.2|5|1|5|2.6|1.8|1.8|4.2|5|4.2|3.4|3.4|5|5|4.2|4.2|4.2|4.2|3.4|2.6|4.2|3.4|2.6|4.2|4.2|3.4|5|2.6|1.8|4.2|4.2|3.4|4.2|3.4|3.4|3.4|5|2.6
"168"|"df0921b9ae4a2144af718d5f4d6d56f0"|2009|11|5|5|1.8|5|3.4|1.8|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|5|5|3.4|5|2.6|4.2|2.6|3.4|3.4|1.8|3.4|4.2|3.4|4.2|4.2|3.4|3.4|5|3.4|2.6|4.2|4.2|4.2|4.2|4.2|5|3.4|4.2|5|4.2|2.6|2.6|4.2|5|4.2|5|3.4|4.2|5|2.6|2.6|4.2|4.2|4.2|1.8
"169"|"ae1807fac2e2c0f1e1e300eccf4fdbd0"|2009|11|4.2|4.2|1.8|2.6|3.4|4.2|3.4|1.8|2.6|1.8|1.8|4.2|3.4|4.2|2.6|2.6|4.2|3.4|3.4|2.6|1.8|3.4|4.2|3.4|2.6|3.4|2.6|3.4|1.8|3.4|4.2|3.4|3.4|3.4|2.6|4.2|2.6|3.4|4.2|4.2|4.2|3.4|3.4|2.6|3.4|2.6|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|2.6|4.2|4.2|3.4|3.4|3.4
"170"|"0e4482afd6728078397358f2b5a4e2f8"|2009|11|3.4|5|1.8|4.2|4.2|5|3.4|4.2|5|4.2|2.6|2.6|3.4|4.2|4.2|5|5|3.4|4.2|1.8|1|5|5|5|1|5|3.4|5|1|5|4.2|4.2|5|4.2|5|5|1.8|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|5|5|5|4.2|4.2|3.4|4.2|5|5|1.8|4.2|4.2|5|4.2|5
"171"|"c6e0347abc5f66d592fa97b41d931c6a"|2009|11|4.2|4.2|1.8|3.4|4.2|1.8|5|1.8|4.2|3.4|2.6|3.4|4.2|3.4|1.8|4.2|4.2|3.4|4.2|4.2|2.6|4.2|3.4|2.6|1.8|4.2|4.2|3.4|4.2|1.8|3.4|3.4|3.4|4.2|1.8|2.6|3.4|5|3.4|3.4|5|3.4|4.2|3.4|3.4|3.4|3.4|1.8|4.2|5|4.2|2.6|3.4|4.2|1|3.4|4.2|3.4|4.2|2.6
"172"|"23956df0bba1f129c126774145a378e5"|2009|11|1.8|4.2|3.4|3.4|2.6|3.4|4.2|1.8|4.2|3.4|3.4|1.8|1.8|1.8|3.4|3.4|4.2|4.2|1.8|2.6|1|4.2|4.2|4.2|3.4|3.4|2.6|4.2|2.6|4.2|2.6|4.2|5|3.4|4.2|5|1.8|3.4|5|5|1.8|4.2|1.8|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|2.6|5|5|4.2|4.2|4.2|4.2|3.4|4.2
"173"|"98c68f11ee12656342ac351ab7b91571"|2009|11|1.8|1.8|1.8|2.6|5|4.2|5|5|3.4|3.4|1.8|4.2|5|4.2|4.2|5|4.2|2.6|5|2.6|3.4|4.2|4.2|4.2|5|2.6|3.4|4.2|4.2|2.6|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|2.6|4.2|3.4|2.6|5|2.6|4.2|4.2|4.2|4.2|2.6|5|5|4.2|5|4.2|3.4|5|4.2|4.2
"174"|"2c9f4cc9f0e3b745f42ba634559c7f51"|2009|11|3.4|3.4|1.8|3.4|5|4.2|4.2|4.2|5|3.4|2.6|3.4|3.4|3.4|3.4|5|4.2|5|2.6|1.8|2.6|3.4|5|2.6|3.4|4.2|4.2|3.4|1.8|4.2|3.4|3.4|4.2|5|1.8|5|2.6|5|4.2|4.2|4.2|3.4|5|2.6|3.4|5|4.2|3.4|3.4|2.6|2.6|5|3.4|5|3.4|3.4|4.2|2.6|3.4|3.4
"175"|"134606c71928f4ec4afe64c04ab86cdb"|2009|11|5|2.6|2.6|5|4.2|5|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|2.6|5|3.4|1.8|1.8|3.4|4.2|4.2|2.6|3.4|4.2|4.2|3.4|3.4|3.4|2.6|4.2|5|4.2|1|5|5|5|4.2|5|3.4|3.4|4.2|2.6|4.2|3.4|4.2|1.8|4.2|4.2|5|3.4|2.6|5|1.8|4.2|3.4|4.2|4.2|2.6
"176"|"fbb7888926b9bc2d6f5ad827d86c2390"|2009|11|5|5|1|3.4|3.4|5|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|5|5|3.4|3.4|3.4|3.4|5|2.6|1|4.2|2.6|4.2|4.2|4.2|4.2|3.4|4.2|3.4|5|3.4|2.6|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|5|4.2|3.4|5|4.2|4.2|3.4|4.2
"177"|"13b1528a98c9fde1c23e4209424ab755"|2009|11|2.6|2.6|2.6|2.6|2.6|2.6|4.2|2.6|2.6|4.2|2.6|2.6|2.6|2.6|4.2|2.6|2.6|2.6|4.2|2.6|4.2|4.2|2.6|2.6|2.6|2.6|4.2|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6
"164"|"8b3c89f1f5c7a36f4f6b567c62e7fbd7"|2009|10|3.4|5|2.6|3.4|5|5|3.4|3.4|5|3.4|3.4|2.6|4.2|5|3.4|5|5|4.2|4.2|2.6|2.6|3.4|5|5|4.2|5|5|4.2|2.6|5|3.4|3.4|5|3.4|2.6|3.4|2.6|3.4|5|5|3.4|2.6|3.4|3.4|5|4.2|5|5|3.4|5|3.4|3.4|5|5|4.2|4.2|4.2|4.2|2.6|5
"165"|"09665a1ab09ea5f3db4173b7974327ed"|2009|10|4.2|5|2.6|1.8|5|1.8|5|2.6|4.2|4.2|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|1.8|4.2|2.6|3.4|4.2|2.6|1|5|3.4|5|2.6|5|2.6|5|5|5|1|4.2|4.2|5|4.2|4.2|4.2|3.4|4.2|1.8|2.6|5|5|5|5|3.4|4.2|2.6|1.8|5|1.8|1.8|3.4|3.4|3.4|1
"166"|"b0a08bdbfb3764f1faefcdcda1db29d3"|2009|10|2.6|3.4|2.6|5|4.2|4.2|3.4|3.4|4.2|3.4|2.6|3.4|5|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|5|4.2|2.6|2.6|4.2|4.2|3.4|3.4|3.4|5|3.4|3.4|4.2|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|4.2|2.6|4.2|5|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|2.6|4.2|5|3.4|4.2|3.4
"167"|"7660afc41bc8baad271ee9ba82a452f5"|2009|10|3.4|4.2|4.2|4.2|4.2|4.2|2.6|4.2|3.4|3.4|1.8|3.4|2.6|4.2|2.6|3.4|3.4|4.2|1.8|1.8|2.6|2.6|5|4.2|3.4|3.4|3.4|2.6|2.6|3.4|2.6|4.2|4.2|4.2|4.2|4.2|2.6|5|5|2.6|1.8|4.2|3.4|2.6|3.4|5|5|5|4.2|2.6|1.8|3.4|5|5|3.4|4.2|4.2|4.2|2.6|3.4
"160"|"c1564b87f107e4b0eacba4dd60f44276"|2009|9|5|5|4.2|4.2|5|5|5|5|5|5|4.2|4.2|5|5|4.2|5|5|5|5|5|5|5|5|4.2|3.4|5|5|4.2|1|4.2|5|5|4.2|4.2|5|5|5|5|5|4.2|5|4.2|5|4.2|4.2|5|5|4.2|5|4.2|5|5|5|5|4.2|5|5|4.2|4.2|5
"161"|"8160898fec36238d18f9895d72e1839e"|2009|9|4.2|4.2|1|3.4|4.2|4.2|5|3.4|5|5|4.2|3.4|5|5|4.2|4.2|4.2|3.4|3.4|1.8|4.2|5|4.2|3.4|4.2|4.2|3.4|4.2|4.2|2.6|5|5|4.2|5|4.2|4.2|4.2|5|4.2|4.2|4.2|5|4.2|5|3.4|4.2|5|2.6|4.2|4.2|4.2|4.2|3.4|4.2|1.8|3.4|5|4.2|4.2|3.4
"162"|"42a40983563852e3eac7bde0e0a1991f"|2009|9|4.2|2.6|1|4.2|4.2|3.4|4.2|4.2|5|4.2|2.6|3.4|5|5|2.6|4.2|5|5|5|1.8|2.6|4.2|5|2.6|1.8|4.2|3.4|4.2|2.6|3.4|5|3.4|5|4.2|3.4|5|2.6|5|4.2|5|3.4|5|4.2|3.4|5|5|5|3.4|5|4.2|5|5|3.4|5|3.4|5|3.4|4.2|5|3.4
"163"|"40b172ba233bf43822799f6252e4634d"|2009|9|4.2|5|3.4|5|3.4|5|4.2|1.8|4.2|4.2|4.2|2.6|4.2|5|3.4|4.2|3.4|3.4|2.6|2.6|3.4|2.6|5|2.6|4.2|5|3.4|1.8|4.2|2.6|5|2.6|2.6|4.2|2.6|5|5|4.2|5|3.4|5|1.8|4.2|5|3.4|1.8|3.4|2.6|4.2|2.6|2.6|5|3.4|4.2|1|4.2|3.4|3.4|5|3.4
"156"|"bee2d215bf6a233bb0cbc46ff4f80c6b"|2009|8|2.6|3.4|3.4|4.2|5|2.6|3.4|3.4|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|5|3.4|4.2|3.4|5|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2
"157"|"d4eea2d0c75ec10238398cb7ea6a51ce"|2009|8|5|5|1|5|4.2|4.2|5|1.8|5|5|3.4|5|5|5|3.4|3.4|4.2|4.2|4.2|2.6|5|5|3.4|2.6|3.4|5|5|2.6|3.4|5|5|2.6|2.6|4.2|2.6|2.6|4.2|5|4.2|5|5|5|5|5|3.4|3.4|3.4|2.6|5|5|5|5|5|4.2|3.4|5|5|5|5|1.8
"158"|"cdb8f06f188ee9138b53222f0a698df7"|2009|8|2.6|2.6|2.6|3.4|4.2|4.2|3.4|4.2|4.2|4.2|1.8|2.6|2.6|3.4|2.6|4.2|4.2|4.2|3.4|1.8|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|3.4|3.4|1.8|3.4|4.2|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|2.6|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4
"159"|"d4eea2d0c75ec10238398cb7ea6a51ce"|2009|8|4.2|3.4|1.8|5|4.2|3.4|4.2|2.6|5|3.4|1.8|2.6|3.4|3.4|4.2|5|4.2|3.4|3.4|1|3.4|3.4|4.2|2.6|1.8|5|5|4.2|3.4|2.6|5|5|3.4|3.4|3.4|5|4.2|5|4.2|5|1.8|3.4|5|3.4|4.2|4.2|3.4|3.4|4.2|3.4|2.6|5|5|4.2|5|4.2|5|3.4|5|3.4
"155"|"7bcb2ee86b74af04d4efc6bf28d91170"|2009|7|3.4|2.6|3.4|4.2|4.2|5|3.4|2.6|5|3.4|2.6|1.8|2.6|3.4|3.4|5|5|5|3.4|1.8|1.8|2.6|5|3.4|2.6|1.8|2.6|2.6|3.4|4.2|1.8|1.8|4.2|1.8|2.6|2.6|1.8|2.6|2.6|1.8|1.8|2.6|2.6|1.8|4.2|2.6|3.4|3.4|1.8|1.8|1.8|1.8|5|3.4|2.6|3.4|1.8|3.4|1.8|2.6
"152"|"6c719090190d977075788e5beb2e9483"|2009|6|5|4.2|1.8|5|4.2|5|3.4|2.6|4.2|3.4|4.2|4.2|4.2|4.2|4.2|1.8|5|4.2|3.4|1.8|5|4.2|4.2|1.8|3.4|2.6|1.8|1|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|1|4.2|2.6|5|5|1.8|2.6|1.8|4.2|4.2|3.4|4.2|3.4|1.8|3.4|4.2|5|4.2|2.6|4.2|4.2|4.2|3.4|3.4
